Electronic Nose Data Export
Sample Name,bismillah
Sample Type,Bunga Kenanga
Export Date,2025-12-11T04:00:01.046308
Mode,Auto FSM
Number of Points,1325

Time (s),GM-NO2 (Nitrogen Dioxide),GM-C2H5OH (Ethanol),GM-VOC (Volatile Org),GM-CO (Carbon Monoxide),MiCS-CO (Approximation),MiCS-Ethanol (Approximation),MiCS-VOC (Approximation)
59.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
59.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
59.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
60.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
60.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
60.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
60.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
61.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
61.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
61.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
61.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
62.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
62.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
62.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
62.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
63.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
63.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
63.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
63.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
64.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
64.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
64.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
64.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
65.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
65.250,0.58,0.58,0.05,0.03,2.58,1.70,0.74
65.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
65.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
66.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
66.250,0.59,0.58,0.05,0.03,2.57,1.69,0.73
66.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
66.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
67.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
67.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
67.500,0.59,0.58,0.05,0.03,2.57,1.69,0.73
67.750,0.59,0.58,0.05,0.03,2.57,1.69,0.73
68.000,0.59,0.58,0.05,0.03,2.57,1.69,0.73
68.250,0.59,0.58,0.05,0.03,2.57,1.69,0.73
68.500,0.59,0.58,0.05,0.03,2.57,1.69,0.73
68.750,0.59,0.58,0.05,0.03,2.57,1.69,0.73
69.000,0.59,0.58,0.05,0.03,2.57,1.69,0.73
69.250,0.59,0.58,0.05,0.03,2.57,1.69,0.73
69.500,0.59,0.58,0.05,0.03,2.57,1.69,0.73
69.750,0.59,0.58,0.05,0.03,2.57,1.69,0.73
70.000,0.59,0.58,0.05,0.03,2.57,1.69,0.73
70.250,0.59,0.58,0.05,0.03,2.57,1.69,0.73
70.500,0.59,0.58,0.05,0.03,2.57,1.69,0.73
70.750,0.59,0.58,0.05,0.03,2.57,1.69,0.73
71.000,0.59,0.58,0.05,0.03,2.57,1.69,0.73
71.250,0.59,0.58,0.05,0.03,2.57,1.69,0.73
71.500,0.59,0.58,0.05,0.03,2.57,1.69,0.73
71.750,0.59,0.58,0.05,0.03,2.57,1.69,0.73
72.000,0.59,0.58,0.05,0.03,2.57,1.69,0.73
72.250,0.59,0.58,0.05,0.03,2.57,1.69,0.73
72.500,0.59,0.58,0.05,0.03,2.57,1.69,0.73
72.750,0.59,0.58,0.05,0.03,2.58,1.70,0.74
73.000,0.59,0.58,0.05,0.03,2.57,1.69,0.73
73.250,0.59,0.58,0.05,0.03,2.57,1.69,0.73
73.500,0.59,0.58,0.05,0.03,2.57,1.69,0.73
73.750,0.59,0.58,0.05,0.03,2.57,1.69,0.73
74.000,0.59,0.58,0.05,0.03,2.57,1.69,0.73
74.250,0.59,0.58,0.05,0.03,2.57,1.69,0.73
74.500,0.59,0.58,0.05,0.03,2.57,1.69,0.73
74.750,0.59,0.58,0.05,0.03,2.57,1.69,0.73
75.000,0.59,0.58,0.05,0.03,2.57,1.69,0.73
75.250,0.59,0.58,0.05,0.03,2.57,1.69,0.73
75.500,0.59,0.58,0.05,0.03,2.57,1.69,0.73
75.750,0.59,0.58,0.05,0.03,2.57,1.69,0.73
76.000,0.59,0.58,0.05,0.03,2.57,1.69,0.73
76.250,0.59,0.58,0.05,0.03,2.57,1.69,0.73
76.500,0.59,0.58,0.05,0.03,2.58,1.70,0.74
76.750,0.59,0.58,0.05,0.03,2.57,1.69,0.73
77.000,0.59,0.58,0.05,0.03,2.57,1.69,0.73
77.250,0.59,0.58,0.05,0.03,2.57,1.69,0.73
77.500,0.59,0.58,0.05,0.03,2.57,1.69,0.73
77.750,0.59,0.58,0.05,0.03,2.58,1.70,0.74
78.000,0.59,0.58,0.05,0.03,2.57,1.69,0.73
78.250,0.60,0.58,0.05,0.03,2.57,1.69,0.73
78.500,0.60,0.58,0.05,0.03,2.57,1.69,0.73
78.750,0.60,0.58,0.05,0.03,2.57,1.69,0.73
79.000,0.60,0.58,0.05,0.03,2.57,1.69,0.73
79.250,0.60,0.58,0.05,0.03,2.57,1.69,0.73
79.500,0.60,0.58,0.05,0.03,2.57,1.69,0.73
79.750,0.60,0.58,0.05,0.03,2.57,1.69,0.73
80.000,0.60,0.58,0.05,0.03,2.57,1.69,0.73
80.250,0.60,0.58,0.05,0.03,2.58,1.70,0.74
80.500,0.60,0.58,0.05,0.03,2.57,1.69,0.73
80.750,0.60,0.58,0.05,0.03,2.57,1.69,0.73
81.000,0.60,0.58,0.05,0.03,2.57,1.69,0.73
81.250,0.60,0.58,0.05,0.03,2.57,1.69,0.73
81.500,0.60,0.58,0.05,0.03,2.57,1.69,0.73
81.750,0.60,0.58,0.05,0.03,2.57,1.69,0.73
82.000,0.60,0.58,0.05,0.03,2.57,1.69,0.73
82.250,0.60,0.58,0.05,0.03,2.57,1.69,0.73
82.500,0.60,0.58,0.05,0.03,2.57,1.69,0.73
82.750,0.60,0.58,0.05,0.03,2.57,1.69,0.73
83.000,0.60,0.58,0.05,0.03,2.57,1.69,0.73
83.250,0.60,0.58,0.05,0.03,2.57,1.69,0.73
83.500,0.60,0.58,0.05,0.03,2.57,1.69,0.73
83.750,0.60,0.58,0.05,0.03,2.57,1.69,0.73
84.000,0.60,0.58,0.05,0.03,2.57,1.69,0.73
84.250,0.60,0.58,0.05,0.03,2.58,1.70,0.74
84.500,0.60,0.59,0.05,0.03,2.57,1.69,0.73
84.750,0.60,0.58,0.05,0.03,2.57,1.69,0.73
85.000,0.60,0.58,0.05,0.03,2.57,1.69,0.73
85.250,0.60,0.58,0.05,0.03,2.57,1.69,0.73
85.500,0.60,0.59,0.05,0.03,2.57,1.69,0.73
85.750,0.60,0.58,0.05,0.03,2.57,1.69,0.73
86.000,0.61,0.59,0.05,0.03,2.57,1.69,0.73
86.250,0.61,0.59,0.05,0.03,2.58,1.70,0.74
86.500,0.61,0.59,0.05,0.03,2.57,1.69,0.73
86.750,0.61,0.59,0.05,0.03,2.57,1.69,0.73
87.000,0.61,0.59,0.05,0.03,2.58,1.70,0.74
87.250,0.61,0.59,0.05,0.03,2.58,1.70,0.74
87.500,0.61,0.59,0.05,0.03,2.57,1.69,0.73
87.750,0.61,0.59,0.05,0.03,2.58,1.70,0.74
88.000,0.61,0.59,0.05,0.03,2.57,1.69,0.73
88.250,0.61,0.59,0.05,0.03,2.57,1.69,0.73
88.500,0.61,0.59,0.05,0.03,2.57,1.69,0.73
88.750,0.61,0.59,0.05,0.03,2.57,1.69,0.73
89.000,0.61,0.59,0.05,0.03,2.58,1.70,0.74
89.250,0.61,0.59,0.05,0.03,2.57,1.69,0.73
89.500,0.61,0.59,0.05,0.03,2.57,1.69,0.73
89.750,0.61,0.59,0.05,0.03,2.58,1.70,0.74
90.000,0.61,0.59,0.05,0.03,2.58,1.70,0.74
90.250,0.61,0.59,0.05,0.03,2.57,1.69,0.73
90.500,0.61,0.59,0.05,0.03,2.57,1.69,0.73
90.750,0.61,0.59,0.05,0.03,2.57,1.69,0.73
91.000,0.61,0.59,0.05,0.03,2.57,1.69,0.73
91.250,0.61,0.59,0.05,0.03,2.57,1.69,0.73
91.500,0.61,0.59,0.05,0.03,2.57,1.69,0.73
91.750,0.61,0.59,0.05,0.03,2.58,1.70,0.74
92.000,0.61,0.59,0.05,0.03,2.58,1.70,0.74
92.250,0.61,0.59,0.05,0.03,2.57,1.69,0.73
92.500,0.61,0.59,0.05,0.03,2.57,1.69,0.73
92.750,0.61,0.59,0.05,0.03,2.58,1.70,0.74
93.000,0.61,0.59,0.05,0.03,2.57,1.69,0.73
93.250,0.61,0.59,0.05,0.03,2.57,1.69,0.73
93.500,0.61,0.59,0.05,0.03,2.57,1.69,0.73
93.750,0.62,0.59,0.05,0.03,2.57,1.69,0.73
94.000,0.62,0.59,0.05,0.03,2.58,1.70,0.74
94.250,0.62,0.59,0.05,0.03,2.57,1.69,0.73
94.500,0.62,0.59,0.05,0.03,2.57,1.69,0.73
94.750,0.62,0.59,0.05,0.03,2.57,1.69,0.73
95.000,0.62,0.59,0.05,0.03,2.57,1.69,0.73
95.250,0.62,0.59,0.05,0.03,2.57,1.69,0.73
95.500,0.62,0.59,0.05,0.03,2.57,1.69,0.73
95.750,0.62,0.59,0.05,0.03,2.58,1.70,0.74
96.000,0.62,0.59,0.05,0.03,2.57,1.69,0.73
96.250,0.62,0.59,0.05,0.03,2.58,1.70,0.74
96.500,0.62,0.59,0.05,0.03,2.57,1.69,0.73
96.750,0.62,0.59,0.05,0.03,2.57,1.69,0.73
97.000,0.62,0.59,0.05,0.03,2.57,1.69,0.73
97.250,0.62,0.59,0.05,0.03,2.57,1.69,0.73
97.500,0.62,0.59,0.05,0.03,2.57,1.69,0.73
97.750,0.62,0.59,0.05,0.03,2.57,1.69,0.73
98.000,0.62,0.59,0.05,0.03,2.57,1.69,0.73
98.250,0.62,0.59,0.05,0.03,2.58,1.70,0.74
98.500,0.62,0.59,0.05,0.03,2.57,1.69,0.73
98.750,0.62,0.59,0.05,0.03,2.58,1.70,0.74
99.000,0.62,0.59,0.06,0.03,2.57,1.69,0.73
99.250,0.62,0.59,0.05,0.03,2.58,1.70,0.74
99.500,0.62,0.59,0.05,0.03,2.57,1.69,0.73
99.750,0.62,0.59,0.05,0.03,2.57,1.69,0.73
100.000,0.62,0.59,0.06,0.03,2.57,1.69,0.73
100.250,0.62,0.59,0.05,0.03,2.57,1.69,0.73
100.500,0.62,0.59,0.05,0.03,2.57,1.69,0.73
100.750,0.62,0.59,0.06,0.03,2.57,1.69,0.73
101.000,0.62,0.59,0.06,0.03,2.57,1.69,0.73
101.250,0.62,0.59,0.06,0.03,2.57,1.69,0.73
101.500,0.62,0.59,0.06,0.03,2.57,1.69,0.73
