Electronic Nose Data Export
Sample Name,Final-percobaan1-sedapmalam
Sample Type,Bunga Sedap Malam
Export Date,2025-12-11T06:08:57.776103
Mode,Auto FSM
Number of Points,1329

Time (s),GM-NO2 (Nitrogen Dioxide),GM-C2H5OH (Ethanol),GM-VOC (Volatile Org),GM-CO (Carbon Monoxide),MiCS-CO (Approximation),MiCS-Ethanol (Approximation),MiCS-VOC (Approximation)
56.000,0.79,0.77,0.15,0.03,2.57,1.69,0.73
56.250,0.79,0.77,0.15,0.03,2.57,1.69,0.73
56.500,0.79,0.77,0.15,0.03,2.56,1.68,0.73
56.750,0.80,0.78,0.15,0.03,2.57,1.69,0.73
57.000,0.80,0.78,0.15,0.03,2.56,1.68,0.73
57.250,0.80,0.78,0.15,0.03,2.57,1.69,0.73
57.500,0.80,0.78,0.16,0.03,2.57,1.69,0.73
57.750,0.80,0.78,0.16,0.03,2.57,1.69,0.73
58.000,0.80,0.78,0.16,0.03,2.57,1.69,0.73
58.250,0.80,0.78,0.16,0.03,2.57,1.69,0.73
58.500,0.80,0.78,0.16,0.03,2.57,1.69,0.73
58.750,0.80,0.78,0.16,0.03,2.57,1.69,0.73
59.000,0.80,0.78,0.16,0.03,2.57,1.69,0.73
59.250,0.80,0.78,0.16,0.03,2.57,1.69,0.73
59.500,0.80,0.78,0.16,0.03,2.56,1.68,0.73
59.750,0.80,0.78,0.16,0.03,2.57,1.69,0.73
60.000,0.80,0.78,0.16,0.03,2.57,1.69,0.73
60.250,0.80,0.78,0.16,0.03,2.57,1.69,0.73
60.500,0.80,0.78,0.16,0.03,2.56,1.68,0.73
60.750,0.80,0.78,0.16,0.03,2.57,1.69,0.73
61.000,0.80,0.78,0.16,0.03,2.57,1.69,0.73
61.250,0.80,0.78,0.16,0.03,2.56,1.68,0.73
61.500,0.80,0.78,0.16,0.03,2.57,1.69,0.73
61.750,0.80,0.78,0.16,0.03,2.57,1.69,0.73
62.000,0.80,0.78,0.16,0.03,2.57,1.69,0.73
62.250,0.80,0.78,0.16,0.03,2.57,1.69,0.73
62.500,0.80,0.78,0.16,0.03,2.57,1.69,0.73
62.750,0.80,0.78,0.16,0.03,2.57,1.69,0.73
